model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T11:03:23.176442+00:00

Build Times
provider,build_time_s
torchinferno,494.7
vllm,676.2
sglang,279.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.85,139.47,150.36,vllm
ttft_p99_ms,2437.07,230.81,603.77,vllm
tpot_median_ms,46.67,49.60,75.67,torchinferno
tpot_p99_ms,828.69,137.57,180.76,vllm
e2e_median_ms,198.33,178.57,226.00,vllm
e2e_p99_ms,2491.19,287.96,740.82,vllm
throughput_median_tps,5.84,7.88,5.29,vllm
total_output_tokens,1461,1454,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,249.22,210.38,220.36,vllm
ttft_p99_ms,664.81,505.25,70374.86,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.64,231.94,360.23,vllm
e2e_p99_ms,686.21,530.13,70440.41,vllm
throughput_median_tps,3.71,4.31,2.78,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,316.41,155.22,161.24,vllm
ttft_p99_ms,592.22,308.38,281.30,sglang
tpot_median_ms,57.78,58.51,101.51,torchinferno
tpot_p99_ms,361.22,177.35,228.89,vllm
e2e_median_ms,371.91,201.14,253.50,vllm
e2e_p99_ms,640.48,395.79,439.56,vllm
throughput_median_tps,3.59,6.95,5.28,vllm
total_output_tokens,1446,1450,1448,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,437.47,131.26,114.74,sglang
ttft_last_turn_ms,405.66,148.17,188.60,vllm
ttft_growth_ratio,0.93,1.13,1.64,torchinferno
ttft_first_turn_median_ms,440.69,129.55,109.81,sglang
ttft_first_turn_p99_ms,616.46,286.37,192.46,sglang
ttft_last_turn_median_ms,409.73,148.46,180.89,vllm
ttft_last_turn_p99_ms,464.73,279.14,299.84,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,208.23,63.02,78.67,vllm
ttft_p99_ms,430.85,2055.72,553.57,torchinferno
tpot_median_ms,59.11,31.55,52.51,vllm
tpot_p99_ms,103.12,1712.67,519.54,torchinferno
e2e_median_ms,257.50,85.55,138.54,vllm
e2e_p99_ms,494.88,3731.76,596.19,torchinferno
throughput_median_tps,5.41,14.12,9.96,vllm
total_output_tokens,1502,1464,1463,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,317.74,76.45,68.62,sglang
ttft_p99_ms,924.20,210.36,226.22,vllm
tpot_median_ms,22.91,15.04,22.11,vllm
tpot_p99_ms,58.18,19.62,26.02,vllm
e2e_median_ms,1119.76,629.65,844.11,vllm
e2e_p99_ms,2063.32,1010.30,1580.98,vllm
throughput_median_tps,32.48,57.59,42.12,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
torchinferno,few_shot,298,615.80,32.71,648.52,2,3.08,1,,
torchinferno,few_shot,299,618.22,0.00,651.45,1,1.54,1,,
torchinferno,few_shot,300,604.74,0.00,637.67,1,1.57,1,,
torchinferno,few_shot,301,591.63,33.99,625.62,2,3.20,1,,
torchinferno,few_shot,302,615.83,0.00,653.21,1,1.53,1,,
torchinferno,few_shot,303,587.17,42.35,629.52,2,3.18,1,,
torchinferno,few_shot,304,615.16,47.76,662.92,2,3.02,1,,
torchinferno,few_shot,305,618.13,25.15,668.43,3,4.49,1,,
torchinferno,few_shot,306,604.97,49.24,654.21,2,3.06,1,,
torchinferno,few_shot,307,591.25,50.21,641.46,2,3.12,1,,
torchinferno,few_shot,308,591.24,0.00,645.70,1,1.55,1,,
torchinferno,few_shot,309,597.24,52.45,649.69,2,3.08,1,,
torchinferno,few_shot,310,579.79,0.00,635.12,1,1.57,1,,
torchinferno,few_shot,311,580.26,58.99,639.25,2,3.13,1,,
torchinferno,few_shot,312,574.67,0.00,631.63,1,1.58,1,,
torchinferno,few_shot,313,606.36,64.79,671.15,2,2.98,1,,
torchinferno,few_shot,314,599.12,0.00,662.01,1,1.51,1,,
torchinferno,few_shot,315,595.37,0.00,659.64,1,1.52,1,,
torchinferno,few_shot,316,596.54,0.00,606.74,1,1.65,1,,
torchinferno,few_shot,317,638.97,0.00,649.97,1,1.54,1,,
torchinferno,few_shot,318,620.47,0.00,638.52,1,1.57,1,,
torchinferno,few_shot,319,613.74,0.00,626.46,1,1.60,1,,
torchinferno,few_shot,320,203.86,0.00,222.72,1,4.49,1,,
torchinferno,few_shot,321,600.64,0.00,623.58,1,1.60,1,,
torchinferno,few_shot,322,618.29,0.00,644.12,1,1.55,1,,
torchinferno,few_shot,323,629.17,29.35,658.52,2,3.04,0,,
torchinferno,few_shot,324,604.27,0.00,634.77,1,1.58,1,,
torchinferno,few_shot,325,619.53,0.00,655.87,1,1.52,1,,
torchinferno,few_shot,326,626.11,29.78,655.89,2,3.05,1,,
torchinferno,few_shot,327,614.75,0.00,648.12,1,1.54,1,,
torchinferno,few_shot,328,615.81,0.00,654.14,1,1.53,1,,
torchinferno,few_shot,329,609.48,0.00,652.08,1,1.53,1,,
torchinferno,few_shot,330,608.36,0.00,647.48,1,1.54,1,,
torchinferno,few_shot,331,626.16,0.00,667.24,1,1.50,1,,
torchinferno,few_shot,332,597.52,45.68,643.20,2,3.11,1,,
torchinferno,few_shot,333,630.09,46.45,676.54,2,2.96,1,,
torchinferno,few_shot,334,610.07,41.37,651.44,2,3.07,1,,
torchinferno,few_shot,335,628.65,46.73,675.38,2,2.96,1,,
torchinferno,few_shot,336,628.08,0.00,678.55,1,1.47,1,,
torchinferno,few_shot,337,616.83,51.73,668.56,2,2.99,1,,
torchinferno,few_shot,338,600.82,48.88,649.70,2,3.08,1,,
torchinferno,few_shot,339,631.06,57.19,688.24,2,2.91,1,,
torchinferno,few_shot,340,598.41,58.17,656.58,2,3.05,1,,
torchinferno,few_shot,341,606.39,55.62,662.01,2,3.02,1,,
torchinferno,few_shot,342,170.56,0.00,229.30,1,4.36,1,,
torchinferno,few_shot,343,616.14,59.16,675.29,2,2.96,1,,
torchinferno,few_shot,344,626.58,0.00,687.73,1,1.45,1,,
torchinferno,few_shot,345,638.97,0.00,699.95,1,1.43,1,,
torchinferno,few_shot,346,606.08,67.09,673.17,2,2.97,1,,
torchinferno,few_shot,347,636.16,0.00,698.90,1,1.43,1,,
torchinferno,few_shot,348,153.59,0.00,161.84,1,6.18,1,,
torchinferno,few_shot,349,151.05,0.00,165.80,1,6.03,1,,
torchinferno,few_shot,350,144.12,0.00,156.47,1,6.39,1,,
torchinferno,few_shot,351,168.07,0.00,185.03,1,5.40,1,,
torchinferno,few_shot,352,132.10,0.00,154.80,1,6.46,1,,
torchinferno,few_shot,353,186.26,0.00,204.42,1,4.89,1,,
torchinferno,few_shot,354,140.63,0.00,166.26,1,6.01,1,,
torchinferno,few_shot,355,157.09,0.00,181.50,1,5.51,1,,
torchinferno,few_shot,356,142.77,29.92,172.69,2,11.58,1,,
torchinferno,few_shot,357,182.59,26.66,209.25,2,9.56,1,,
torchinferno,few_shot,358,164.79,0.00,195.61,1,5.11,1,,
torchinferno,few_shot,359,152.63,35.99,188.63,2,10.60,0,,
torchinferno,few_shot,360,160.40,34.32,194.71,2,10.27,1,,
torchinferno,few_shot,361,175.10,35.05,210.15,2,9.52,1,,
torchinferno,few_shot,362,146.06,0.00,183.80,1,5.44,1,,
torchinferno,few_shot,363,179.73,33.67,213.41,2,9.37,1,,
torchinferno,few_shot,364,171.03,0.00,210.90,1,4.74,1,,
torchinferno,few_shot,365,162.58,0.00,199.67,1,5.01,1,,
torchinferno,few_shot,366,131.76,0.00,174.10,1,5.74,1,,
torchinferno,few_shot,367,133.58,48.30,181.88,2,11.00,1,,
torchinferno,few_shot,368,178.51,0.00,219.50,1,4.56,1,,
torchinferno,few_shot,369,153.78,0.00,196.56,1,5.09,1,,
torchinferno,few_shot,370,168.42,51.22,219.65,2,9.11,1,,
torchinferno,few_shot,371,179.80,0.00,234.24,1,4.27,1,,
torchinferno,few_shot,372,139.56,0.00,190.47,1,5.25,1,,
torchinferno,few_shot,373,177.46,18.32,232.43,4,17.21,0,,
torchinferno,few_shot,374,164.70,52.97,217.67,2,9.19,1,,
torchinferno,few_shot,375,169.10,56.40,225.50,2,8.87,1,,
torchinferno,few_shot,376,159.55,0.00,224.41,1,4.46,1,,
torchinferno,few_shot,377,172.19,60.68,232.87,2,8.59,1,,
torchinferno,few_shot,378,134.34,0.00,197.57,1,5.06,1,,
torchinferno,few_shot,379,140.79,17.92,212.48,5,23.53,1,,
torchinferno,few_shot,380,201.47,0.00,210.88,1,4.74,1,,
torchinferno,few_shot,381,174.13,0.00,186.50,1,5.36,1,,
torchinferno,few_shot,382,176.30,0.00,193.55,1,5.17,1,,
torchinferno,few_shot,383,185.91,0.00,202.46,1,4.94,1,,
torchinferno,few_shot,384,156.87,0.00,178.53,1,5.60,1,,
torchinferno,few_shot,385,162.44,0.00,182.74,1,5.47,1,,
torchinferno,few_shot,386,163.29,0.00,183.78,1,5.44,1,,
torchinferno,few_shot,387,189.15,23.00,212.15,2,9.43,1,,
torchinferno,few_shot,388,202.58,0.00,229.59,1,4.36,1,,
torchinferno,few_shot,389,176.36,0.00,200.31,1,4.99,1,,
torchinferno,few_shot,390,157.95,0.00,182.37,1,5.48,1,,
torchinferno,few_shot,391,177.52,0.00,209.58,1,4.77,1,,
torchinferno,few_shot,392,176.67,0.00,209.05,1,4.78,1,,
torchinferno,few_shot,393,198.88,0.00,232.78,1,4.30,1,,
torchinferno,few_shot,394,189.59,30.41,220.00,2,9.09,1,,
torchinferno,few_shot,395,206.61,0.00,242.12,1,4.13,1,,
torchinferno,few_shot,396,161.50,0.00,194.15,1,5.15,1,,
torchinferno,few_shot,397,208.57,34.97,243.54,2,8.21,1,,
torchinferno,few_shot,398,168.10,34.45,202.56,2,9.87,1,,
torchinferno,few_shot,399,168.88,0.00,208.88,1,4.79,1,,
torchinferno,few_shot,400,178.88,0.00,217.58,1,4.60,1,,
torchinferno,few_shot,401,170.12,42.62,212.74,2,9.40,1,,
torchinferno,few_shot,402,153.33,0.00,198.98,1,5.03,1,,
torchinferno,few_shot,403,157.15,46.33,203.48,2,9.83,1,,
torchinferno,few_shot,404,169.64,48.34,217.98,2,9.18,1,,
torchinferno,few_shot,405,170.11,0.00,214.31,1,4.67,1,,
torchinferno,few_shot,406,181.75,0.00,232.95,1,4.29,1,,
torchinferno,few_shot,407,178.54,54.11,232.65,2,8.60,0,,
torchinferno,few_shot,408,190.51,51.74,242.24,2,8.26,1,,
torchinferno,few_shot,409,201.77,56.28,258.04,2,7.75,1,,
torchinferno,few_shot,410,189.57,52.64,242.21,2,8.26,1,,
torchinferno,few_shot,411,173.97,61.42,235.39,2,8.50,1,,
torchinferno,few_shot,412,188.02,0.00,203.89,1,4.90,1,,
torchinferno,few_shot,413,196.23,0.00,211.05,1,4.74,1,,
torchinferno,few_shot,414,211.23,0.00,226.21,1,4.42,1,,
torchinferno,few_shot,415,163.06,0.00,180.23,1,5.55,1,,
torchinferno,few_shot,416,183.66,0.00,205.36,1,4.87,1,,
torchinferno,few_shot,417,186.20,0.00,207.62,1,4.82,1,,
torchinferno,few_shot,418,193.33,0.00,210.31,1,4.75,1,,
torchinferno,few_shot,419,167.20,0.00,187.21,1,5.34,1,,
torchinferno,few_shot,420,156.24,27.14,183.37,2,10.91,1,,
torchinferno,few_shot,421,182.47,0.00,206.98,1,4.83,1,,
torchinferno,few_shot,422,183.41,0.00,211.37,1,4.73,1,,
torchinferno,few_shot,423,209.29,0.00,233.66,1,4.28,1,,
torchinferno,few_shot,424,192.21,34.23,226.44,2,8.83,1,,
torchinferno,few_shot,425,158.33,35.28,193.61,2,10.33,1,,
torchinferno,few_shot,426,175.88,34.98,210.86,2,9.48,1,,
torchinferno,few_shot,427,157.25,0.00,190.64,1,5.25,1,,
torchinferno,few_shot,428,193.20,35.15,228.35,2,8.76,1,,
torchinferno,few_shot,429,174.49,35.72,210.20,2,9.51,1,,
torchinferno,few_shot,430,185.68,40.70,226.38,2,8.83,1,,
torchinferno,few_shot,431,166.32,45.73,212.05,2,9.43,1,,
torchinferno,few_shot,432,177.34,0.00,216.84,1,4.61,1,,
torchinferno,few_shot,433,171.98,47.76,219.74,2,9.10,1,,
torchinferno,few_shot,434,173.35,51.91,225.27,2,8.88,1,,
torchinferno,few_shot,435,188.27,54.64,242.91,2,8.23,0,,
torchinferno,few_shot,436,194.41,52.22,246.63,2,8.11,1,,
torchinferno,few_shot,437,177.49,56.54,234.03,2,8.55,1,,
torchinferno,few_shot,438,203.99,60.53,264.53,2,7.56,1,,
torchinferno,few_shot,439,202.21,56.89,259.09,2,7.72,1,,
torchinferno,few_shot,440,163.51,53.98,217.49,2,9.20,1,,
torchinferno,few_shot,441,204.66,55.96,260.62,2,7.67,1,,
torchinferno,few_shot,442,172.18,65.98,238.17,2,8.40,1,,
torchinferno,few_shot,443,206.96,74.07,281.03,2,7.12,1,,
torchinferno,few_shot,444,166.86,0.00,174.37,1,5.73,1,,
torchinferno,few_shot,445,160.82,0.00,170.84,1,5.85,1,,
torchinferno,few_shot,446,149.57,0.00,166.34,1,6.01,1,,
torchinferno,few_shot,447,147.30,0.00,162.42,1,6.16,1,,
torchinferno,few_shot,448,153.66,0.00,168.80,1,5.92,1,,
torchinferno,few_shot,449,141.81,0.00,157.13,1,6.36,1,,
torchinferno,few_shot,450,148.34,0.00,169.63,1,5.90,1,,
torchinferno,few_shot,451,135.49,0.00,154.90,1,6.46,1,,
torchinferno,few_shot,452,168.02,0.00,194.61,1,5.14,1,,
torchinferno,few_shot,453,162.03,0.00,185.33,1,5.40,1,,
torchinferno,few_shot,454,140.25,0.00,166.12,1,6.02,1,,
torchinferno,few_shot,455,135.88,0.00,166.54,1,6.00,1,,
torchinferno,few_shot,456,124.60,31.04,155.63,2,12.85,1,,
torchinferno,few_shot,457,166.18,0.00,197.62,1,5.06,1,,
torchinferno,few_shot,458,127.56,33.51,161.07,2,12.42,1,,
torchinferno,few_shot,459,165.19,36.98,202.17,2,9.89,1,,
torchinferno,few_shot,460,147.24,0.00,178.65,1,5.60,1,,
torchinferno,few_shot,461,134.58,32.21,166.79,2,11.99,1,,
torchinferno,few_shot,462,160.99,0.00,197.28,1,5.07,1,,
torchinferno,few_shot,463,170.16,39.68,209.84,2,9.53,1,,
torchinferno,few_shot,464,142.02,40.98,183.00,2,10.93,1,,
torchinferno,few_shot,465,135.05,43.18,178.24,2,11.22,1,,
torchinferno,few_shot,466,137.21,41.08,178.29,2,11.22,1,,
torchinferno,few_shot,467,153.76,0.00,201.70,1,4.96,1,,
torchinferno,few_shot,468,148.99,47.02,196.01,2,10.20,1,,
torchinferno,few_shot,469,138.61,48.79,187.40,2,10.67,1,,
torchinferno,few_shot,470,159.19,54.20,213.39,2,9.37,1,,
torchinferno,few_shot,471,176.75,50.46,227.22,2,8.80,0,,
torchinferno,few_shot,472,168.61,51.00,219.61,2,9.11,1,,
torchinferno,few_shot,473,151.78,0.00,209.77,1,4.77,1,,
torchinferno,few_shot,474,138.79,0.00,200.26,1,4.99,1,,
torchinferno,few_shot,475,153.85,70.34,224.19,2,8.92,1,,
torchinferno,few_shot,476,149.90,0.00,165.28,1,6.05,1,,
torchinferno,few_shot,477,139.96,0.00,149.45,1,6.69,1,,
torchinferno,few_shot,478,116.35,0.00,130.62,1,7.66,1,,
torchinferno,few_shot,479,126.95,0.00,140.75,1,7.10,1,,
torchinferno,few_shot,480,128.21,0.00,149.28,1,6.70,1,,
torchinferno,few_shot,481,175.30,0.00,194.64,1,5.14,1,,
torchinferno,few_shot,482,156.03,0.00,183.95,1,5.44,1,,
torchinferno,few_shot,483,161.77,0.00,188.26,1,5.31,1,,
torchinferno,few_shot,484,163.26,24.93,188.19,2,10.63,1,,
torchinferno,few_shot,485,168.53,29.84,198.37,2,10.08,1,,
torchinferno,few_shot,486,132.10,35.03,167.13,2,11.97,1,,
torchinferno,few_shot,487,157.85,39.43,197.28,2,10.14,1,,
torchinferno,few_shot,488,129.07,38.44,167.52,2,11.94,1,,
torchinferno,few_shot,489,139.51,37.96,177.46,2,11.27,0,,
torchinferno,few_shot,490,131.93,0.00,175.90,1,5.69,1,,
torchinferno,few_shot,491,127.02,38.54,165.56,2,12.08,1,,
torchinferno,few_shot,492,147.09,0.00,189.68,1,5.27,1,,
torchinferno,few_shot,493,164.99,43.09,208.09,2,9.61,1,,
torchinferno,few_shot,494,140.79,49.25,190.03,2,10.52,1,,
torchinferno,few_shot,495,137.12,50.57,187.69,2,10.66,1,,
torchinferno,few_shot,496,146.46,53.27,199.73,2,10.01,1,,
torchinferno,few_shot,497,124.02,0.00,177.62,1,5.63,1,,
torchinferno,few_shot,498,169.76,51.56,221.32,2,9.04,1,,
torchinferno,few_shot,499,164.19,0.00,218.58,1,4.57,1,,
torchinferno,few_shot,500,151.87,57.17,209.04,2,9.57,1,,
torchinferno,few_shot,501,146.47,59.83,206.30,2,9.69,1,,
torchinferno,few_shot,502,144.61,58.69,203.30,2,9.84,1,,
torchinferno,few_shot,503,156.15,0.00,214.90,1,4.65,1,,
torchinferno,few_shot,504,122.00,58.84,180.84,2,11.06,1,,
torchinferno,few_shot,505,171.30,0.00,229.49,1,4.36,1,,
torchinferno,few_shot,506,123.89,66.86,190.75,2,10.48,0,,
torchinferno,few_shot,507,144.55,76.80,221.35,2,9.04,1,,
torchinferno,few_shot,508,145.50,0.00,156.66,1,6.38,1,,
torchinferno,few_shot,509,114.07,0.00,131.85,1,7.58,1,,
torchinferno,few_shot,510,154.05,0.00,167.64,1,5.97,1,,
torchinferno,few_shot,511,149.71,0.00,170.77,1,5.86,1,,
torchinferno,few_shot,512,145.85,0.00,164.22,1,6.09,1,,
torchinferno,few_shot,513,155.04,0.00,179.47,1,5.57,1,,
torchinferno,few_shot,514,160.24,0.00,186.52,1,5.36,1,,
torchinferno,few_shot,515,168.65,0.00,193.35,1,5.17,1,,
torchinferno,few_shot,516,129.29,0.00,155.70,1,6.42,1,,
torchinferno,few_shot,517,166.31,0.00,192.28,1,5.20,1,,
torchinferno,few_shot,518,164.55,31.59,196.14,2,10.20,1,,
torchinferno,few_shot,519,135.50,0.00,163.96,1,6.10,1,,
torchinferno,few_shot,520,126.57,0.00,160.15,1,6.24,1,,
torchinferno,few_shot,521,141.18,32.45,173.63,2,11.52,1,,
torchinferno,few_shot,522,151.08,0.00,188.31,1,5.31,1,,
torchinferno,few_shot,523,141.36,36.77,178.13,2,11.23,1,,
torchinferno,few_shot,524,151.50,33.09,184.59,2,10.83,1,,
torchinferno,few_shot,525,147.84,39.75,187.59,2,10.66,1,,
torchinferno,few_shot,526,172.51,40.03,212.55,2,9.41,1,,
torchinferno,few_shot,527,162.82,41.48,204.30,2,9.79,0,,
torchinferno,few_shot,528,131.07,46.58,177.64,2,11.26,1,,
torchinferno,few_shot,529,160.42,44.43,204.85,2,9.76,1,,
torchinferno,few_shot,530,130.24,0.00,177.43,1,5.64,1,,
torchinferno,few_shot,531,158.66,42.45,201.11,2,9.94,0,,
torchinferno,few_shot,532,133.90,51.15,185.05,2,10.81,1,,
torchinferno,few_shot,533,147.84,0.00,195.43,1,5.12,1,,
torchinferno,few_shot,534,166.85,50.78,217.63,2,9.19,1,,
torchinferno,few_shot,535,178.53,48.17,226.70,2,8.82,1,,
torchinferno,few_shot,536,131.75,54.09,185.85,2,10.76,1,,
torchinferno,few_shot,537,167.08,62.48,229.56,2,8.71,1,,
torchinferno,few_shot,538,158.88,59.66,218.55,2,9.15,1,,
torchinferno,few_shot,539,162.49,63.92,226.41,2,8.83,1,,
torchinferno,few_shot,540,166.77,0.00,181.27,1,5.52,1,,
torchinferno,few_shot,541,175.72,0.00,184.83,1,5.41,1,,
torchinferno,few_shot,542,133.84,0.00,149.91,1,6.67,1,,
torchinferno,few_shot,543,121.74,0.00,141.94,1,7.05,1,,
torchinferno,few_shot,544,167.00,0.00,183.70,1,5.44,1,,
torchinferno,few_shot,545,153.37,0.00,176.66,1,5.66,1,,
torchinferno,few_shot,546,141.14,0.00,162.50,1,6.15,1,,
torchinferno,few_shot,547,154.82,0.00,172.93,1,5.78,1,,
torchinferno,few_shot,548,156.70,0.00,178.92,1,5.59,1,,
torchinferno,few_shot,549,167.53,0.00,189.80,1,5.27,1,,
torchinferno,few_shot,550,132.02,0.00,161.46,1,6.19,1,,
torchinferno,few_shot,551,171.97,0.00,197.44,1,5.06,1,,
torchinferno,few_shot,552,130.63,32.42,163.04,2,12.27,0,,
torchinferno,few_shot,553,146.49,0.00,178.35,1,5.61,1,,
torchinferno,few_shot,554,119.10,41.09,160.19,2,12.49,1,,
torchinferno,few_shot,555,131.26,41.01,172.27,2,11.61,1,,
torchinferno,few_shot,556,148.43,41.91,190.34,2,10.51,1,,
torchinferno,few_shot,557,140.85,0.00,181.97,1,5.50,1,,
torchinferno,few_shot,558,148.89,42.20,191.08,2,10.47,1,,
torchinferno,few_shot,559,109.78,0.00,148.53,1,6.73,1,,
torchinferno,few_shot,560,129.61,0.00,177.70,1,5.63,1,,
torchinferno,few_shot,561,159.76,47.47,207.23,2,9.65,1,,
torchinferno,few_shot,562,128.77,46.25,175.02,2,11.43,1,,
torchinferno,few_shot,563,147.48,0.00,197.08,1,5.07,1,,
torchinferno,few_shot,564,130.16,0.00,175.15,1,5.71,1,,
torchinferno,few_shot,565,141.31,57.38,198.69,2,10.07,1,,
torchinferno,few_shot,566,121.20,0.00,177.70,1,5.63,1,,
torchinferno,few_shot,567,140.75,0.00,194.60,1,5.14,1,,
torchinferno,few_shot,568,159.96,56.58,216.55,2,9.24,1,,
torchinferno,few_shot,569,136.79,64.37,201.16,2,9.94,1,,
torchinferno,few_shot,570,123.57,68.83,192.39,2,10.40,1,,
torchinferno,few_shot,571,122.50,63.06,185.56,2,10.78,1,,
torchinferno,few_shot,572,167.51,0.00,174.17,1,5.74,1,,
torchinferno,few_shot,573,153.42,0.00,165.54,1,6.04,1,,
torchinferno,few_shot,574,148.33,0.00,169.06,1,5.91,1,,
torchinferno,few_shot,575,141.76,0.00,162.23,1,6.16,1,,
torchinferno,few_shot,576,159.47,0.00,175.17,1,5.71,1,,
torchinferno,few_shot,577,163.71,0.00,182.05,1,5.49,1,,
torchinferno,few_shot,578,169.65,0.00,192.72,1,5.19,1,,
torchinferno,few_shot,579,127.05,0.00,149.61,1,6.68,1,,
torchinferno,few_shot,580,140.31,0.00,161.00,1,6.21,1,,
torchinferno,few_shot,581,141.97,0.00,167.18,1,5.98,1,,
torchinferno,few_shot,582,132.79,33.24,166.03,2,12.05,1,,
torchinferno,few_shot,583,131.32,0.00,157.66,1,6.34,1,,
torchinferno,few_shot,584,156.43,34.74,191.16,2,10.46,1,,
torchinferno,few_shot,585,137.68,34.40,172.08,2,11.62,1,,
torchinferno,few_shot,586,141.96,32.45,174.41,2,11.47,1,,
torchinferno,few_shot,587,140.90,0.00,179.49,1,5.57,1,,
torchinferno,few_shot,588,169.33,34.61,203.94,2,9.81,1,,
torchinferno,few_shot,589,156.86,42.36,199.21,2,10.04,1,,
torchinferno,few_shot,590,147.09,42.12,189.22,2,10.57,1,,
torchinferno,few_shot,591,130.20,42.24,172.43,2,11.60,1,,
torchinferno,few_shot,592,153.49,44.42,197.92,2,10.11,1,,
torchinferno,few_shot,593,124.18,0.00,166.33,1,6.01,1,,
torchinferno,few_shot,594,143.85,0.00,194.31,1,5.15,1,,
torchinferno,few_shot,595,150.86,47.77,198.63,2,10.07,1,,
torchinferno,few_shot,596,112.73,53.75,166.48,2,12.01,1,,
torchinferno,few_shot,597,150.53,46.61,197.13,2,10.15,1,,
torchinferno,few_shot,598,159.02,54.18,213.19,2,9.38,1,,
torchinferno,few_shot,599,129.56,57.65,187.20,2,10.68,1,,
torchinferno,few_shot,600,132.36,54.97,187.32,2,10.68,1,,
torchinferno,few_shot,601,142.69,57.82,200.50,2,9.97,1,,
torchinferno,few_shot,602,162.09,0.00,225.34,1,4.44,1,,
torchinferno,few_shot,603,171.04,61.99,233.03,2,8.58,1,,
torchinferno,few_shot,604,165.09,0.00,180.10,1,5.55,1,,
torchinferno,few_shot,605,122.21,0.00,135.87,1,7.36,1,,
torchinferno,few_shot,606,165.96,0.00,179.88,1,5.56,1,,
torchinferno,few_shot,607,167.27,0.00,185.43,1,5.39,1,,
torchinferno,few_shot,608,164.19,0.00,185.72,1,5.38,1,,
torchinferno,few_shot,609,117.19,0.00,141.44,1,7.07,1,,
torchinferno,few_shot,610,135.70,0.00,159.18,1,6.28,1,,
torchinferno,few_shot,611,153.15,0.00,174.34,1,5.74,1,,
torchinferno,few_shot,612,171.93,0.00,201.69,1,4.96,1,,
torchinferno,few_shot,613,150.24,0.00,182.59,1,5.48,1,,
torchinferno,few_shot,614,136.56,0.00,162.84,1,6.14,1,,
torchinferno,few_shot,615,138.81,26.98,165.80,2,12.06,1,,
torchinferno,few_shot,616,148.93,0.00,178.58,1,5.60,1,,
torchinferno,few_shot,617,132.01,0.00,165.11,1,6.06,1,,
torchinferno,few_shot,618,142.52,0.00,181.42,1,5.51,1,,
torchinferno,few_shot,619,126.10,0.00,164.51,1,6.08,1,,
torchinferno,few_shot,620,159.69,35.50,195.20,2,10.25,1,,
torchinferno,few_shot,621,148.24,39.88,188.12,2,10.63,1,,
torchinferno,few_shot,622,171.24,43.62,214.86,2,9.31,1,,
torchinferno,few_shot,623,113.57,47.35,160.92,2,12.43,1,,
torchinferno,few_shot,624,136.63,46.94,183.57,2,10.90,1,,
torchinferno,few_shot,625,156.95,0.00,207.26,1,4.82,1,,
torchinferno,few_shot,626,161.17,45.93,207.09,2,9.66,1,,
torchinferno,few_shot,627,165.56,0.00,212.00,1,4.72,1,,
torchinferno,few_shot,628,138.49,49.95,188.44,2,10.61,1,,
torchinferno,few_shot,629,146.10,51.00,197.10,2,10.15,1,,
torchinferno,few_shot,630,154.74,57.53,212.26,2,9.42,1,,
torchinferno,few_shot,631,140.24,57.21,197.45,2,10.13,1,,
torchinferno,few_shot,632,136.81,60.50,197.31,2,10.14,1,,
torchinferno,few_shot,633,125.63,0.00,183.96,1,5.44,1,,
torchinferno,few_shot,634,153.40,0.00,212.24,1,4.71,1,,
torchinferno,few_shot,635,132.93,59.36,192.29,2,10.40,1,,
torchinferno,few_shot,636,161.50,0.00,173.45,1,5.77,1,,
torchinferno,few_shot,637,167.01,0.00,180.05,1,5.55,1,,
torchinferno,few_shot,638,124.02,0.00,135.90,1,7.36,1,,
torchinferno,few_shot,639,120.00,0.00,139.70,1,7.16,1,,
torchinferno,few_shot,640,131.89,0.00,151.99,1,6.58,1,,
torchinferno,few_shot,641,143.49,0.00,163.48,1,6.12,1,,
torchinferno,few_shot,642,155.87,0.00,180.42,1,5.54,1,,
torchinferno,few_shot,643,128.04,0.00,152.45,1,6.56,1,,
torchinferno,few_shot,644,141.15,0.00,164.53,1,6.08,1,,
torchinferno,few_shot,645,145.66,25.21,170.86,2,11.71,1,,
torchinferno,few_shot,646,154.41,0.00,184.57,1,5.42,1,,
torchinferno,few_shot,647,123.91,32.01,155.92,2,12.83,1,,
