model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T09:03:15.511556+00:00

Build Times
provider,build_time_s
torchinferno,604.7
vllm,642.0
sglang,267.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.83,138.18,157.49,vllm
ttft_p99_ms,2246.94,244.26,644.06,vllm
tpot_median_ms,47.17,45.29,71.54,vllm
tpot_p99_ms,825.06,119.07,170.33,vllm
e2e_median_ms,201.91,174.89,223.86,vllm
e2e_p99_ms,2305.69,289.21,790.75,vllm
throughput_median_tps,5.65,8.17,5.41,vllm
total_output_tokens,1461,1448,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,251.72,198.96,219.34,vllm
ttft_p99_ms,620.15,444.44,70522.33,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.12,224.62,368.49,vllm
e2e_p99_ms,630.80,470.09,70632.99,vllm
throughput_median_tps,3.72,4.45,2.71,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,312.28,165.85,172.38,vllm
ttft_p99_ms,459.78,308.04,627.13,vllm
tpot_median_ms,58.11,53.79,106.75,vllm
tpot_p99_ms,112.25,219.05,561.13,torchinferno
e2e_median_ms,365.59,210.50,276.93,vllm
e2e_p99_ms,499.90,441.86,740.80,vllm
throughput_median_tps,3.87,6.43,4.77,vllm
total_output_tokens,1458,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,286.50,134.82,123.09,sglang
ttft_last_turn_ms,408.07,146.44,210.16,vllm
ttft_growth_ratio,1.42,1.09,1.71,vllm
ttft_first_turn_median_ms,259.52,144.33,116.76,sglang
ttft_first_turn_p99_ms,452.03,245.24,186.49,sglang
ttft_last_turn_median_ms,410.51,149.05,208.39,vllm
ttft_last_turn_p99_ms,471.48,240.36,302.28,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.79,62.15,86.07,vllm
ttft_p99_ms,504.17,4212.28,525.75,torchinferno
tpot_median_ms,56.98,31.34,39.86,vllm
tpot_p99_ms,89.46,130.50,142.72,torchinferno
e2e_median_ms,235.20,85.55,139.16,vllm
e2e_p99_ms,532.17,4318.90,566.77,torchinferno
throughput_median_tps,6.12,14.16,9.82,vllm
total_output_tokens,1470,1471,1482,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,314.86,76.75,70.41,sglang
ttft_p99_ms,1303.69,193.00,220.42,vllm
tpot_median_ms,23.24,14.81,22.31,vllm
tpot_p99_ms,65.13,18.93,26.96,vllm
e2e_median_ms,1121.29,619.63,833.42,vllm
e2e_p99_ms,2139.53,1008.87,1607.12,vllm
throughput_median_tps,32.19,58.58,41.90,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
torchinferno,few_shot,298,564.35,0.00,596.77,1,1.68,1,,
torchinferno,few_shot,299,558.75,42.55,601.30,2,3.33,1,,
torchinferno,few_shot,300,566.03,19.88,605.79,3,4.95,1,,
torchinferno,few_shot,301,570.42,0.00,608.89,1,1.64,1,,
torchinferno,few_shot,302,553.13,40.64,593.77,2,3.37,1,,
torchinferno,few_shot,303,553.95,44.08,598.03,2,3.34,1,,
torchinferno,few_shot,304,529.94,48.68,578.63,2,3.46,1,,
torchinferno,few_shot,305,570.73,0.00,618.59,1,1.62,1,,
torchinferno,few_shot,306,537.65,47.30,584.95,2,3.42,1,,
torchinferno,few_shot,307,551.21,0.00,598.91,1,1.67,1,,
torchinferno,few_shot,308,533.94,46.36,580.30,2,3.45,1,,
torchinferno,few_shot,309,534.60,0.00,592.00,1,1.69,1,,
torchinferno,few_shot,310,559.37,51.59,610.95,2,3.27,1,,
torchinferno,few_shot,311,536.23,57.35,593.57,2,3.37,1,,
torchinferno,few_shot,312,548.00,0.00,610.64,1,1.64,1,,
torchinferno,few_shot,313,543.44,61.82,605.25,2,3.30,1,,
torchinferno,few_shot,314,556.61,0.00,568.72,1,1.76,1,,
torchinferno,few_shot,315,551.10,0.00,563.16,1,1.78,1,,
torchinferno,few_shot,316,550.83,0.00,563.72,1,1.77,1,,
torchinferno,few_shot,317,560.95,0.00,579.43,1,1.73,1,,
torchinferno,few_shot,318,576.44,0.00,596.86,1,1.68,1,,
torchinferno,few_shot,319,564.75,0.00,581.98,1,1.72,1,,
torchinferno,few_shot,320,544.10,0.00,567.91,1,1.76,1,,
torchinferno,few_shot,321,168.20,0.00,202.48,1,4.94,1,,
torchinferno,few_shot,322,581.09,0.00,612.63,1,1.63,1,,
torchinferno,few_shot,323,545.44,0.00,581.67,1,1.72,1,,
torchinferno,few_shot,324,580.48,0.00,612.85,1,1.63,1,,
torchinferno,few_shot,325,546.34,0.00,587.44,1,1.70,1,,
torchinferno,few_shot,326,578.10,0.00,612.77,1,1.63,1,,
torchinferno,few_shot,327,557.19,0.00,595.94,1,1.68,1,,
torchinferno,few_shot,328,543.19,0.00,581.47,1,1.72,1,,
torchinferno,few_shot,329,562.99,0.00,609.67,1,1.64,1,,
torchinferno,few_shot,330,571.86,0.00,613.67,1,1.63,1,,
torchinferno,few_shot,331,568.61,44.77,613.37,2,3.26,1,,
torchinferno,few_shot,332,557.28,43.83,601.12,2,3.33,1,,
torchinferno,few_shot,333,533.94,0.00,584.76,1,1.71,1,,
torchinferno,few_shot,334,526.92,52.38,579.30,2,3.45,1,,
torchinferno,few_shot,335,552.30,54.31,606.60,2,3.30,1,,
torchinferno,few_shot,336,538.30,58.17,596.48,2,3.35,1,,
torchinferno,few_shot,337,534.72,57.31,592.04,2,3.38,1,,
torchinferno,few_shot,338,205.38,56.15,261.53,2,7.65,1,,
torchinferno,few_shot,339,534.00,0.00,592.16,1,1.69,1,,
torchinferno,few_shot,340,569.23,63.83,633.06,2,3.16,1,,
torchinferno,few_shot,341,547.51,65.32,612.83,2,3.26,1,,
torchinferno,few_shot,342,532.43,62.72,595.15,2,3.36,1,,
torchinferno,few_shot,343,565.20,66.39,631.58,2,3.17,0,,
torchinferno,few_shot,344,567.55,69.51,637.06,2,3.14,1,,
torchinferno,few_shot,345,535.55,79.08,614.63,2,3.25,1,,
torchinferno,few_shot,346,156.25,0.00,165.84,1,6.03,1,,
torchinferno,few_shot,347,156.96,0.00,174.18,1,5.74,1,,
torchinferno,few_shot,348,171.41,0.00,184.76,1,5.41,1,,
torchinferno,few_shot,349,146.88,0.00,166.30,1,6.01,1,,
torchinferno,few_shot,350,138.76,0.00,163.01,1,6.13,1,,
torchinferno,few_shot,351,134.78,0.00,156.45,1,6.39,1,,
torchinferno,few_shot,352,180.86,0.00,209.99,1,4.76,1,,
torchinferno,few_shot,353,151.56,0.00,177.20,1,5.64,1,,
torchinferno,few_shot,354,176.30,26.84,203.14,2,9.85,1,,
torchinferno,few_shot,355,146.00,0.00,175.55,1,5.70,1,,
torchinferno,few_shot,356,165.91,26.35,192.26,2,10.40,1,,
torchinferno,few_shot,357,149.98,0.00,179.25,1,5.58,1,,
torchinferno,few_shot,358,148.59,0.00,173.28,1,5.77,1,,
torchinferno,few_shot,359,160.76,0.00,193.95,1,5.16,1,,
torchinferno,few_shot,360,142.69,28.31,171.00,2,11.70,1,,
torchinferno,few_shot,361,185.28,0.00,214.50,1,4.66,1,,
torchinferno,few_shot,362,153.73,41.52,195.25,2,10.24,1,,
torchinferno,few_shot,363,164.74,0.00,208.34,1,4.80,1,,
torchinferno,few_shot,364,175.15,0.00,220.51,1,4.54,1,,
torchinferno,few_shot,365,184.09,0.00,223.88,1,4.47,1,,
torchinferno,few_shot,366,171.26,0.00,208.03,1,4.81,1,,
torchinferno,few_shot,367,170.83,46.24,217.08,2,9.21,1,,
torchinferno,few_shot,368,162.81,43.70,206.51,2,9.68,1,,
torchinferno,few_shot,369,168.94,47.53,216.47,2,9.24,1,,
torchinferno,few_shot,370,144.81,52.26,197.06,2,10.15,1,,
torchinferno,few_shot,371,144.99,0.00,193.18,1,5.18,1,,
torchinferno,few_shot,372,156.77,52.70,209.48,2,9.55,0,,
torchinferno,few_shot,373,150.99,0.00,205.03,1,4.88,1,,
torchinferno,few_shot,374,179.08,57.34,236.43,2,8.46,1,,
torchinferno,few_shot,375,172.45,22.51,239.98,4,16.67,0,,
torchinferno,few_shot,376,147.64,15.61,210.08,5,23.80,1,,
torchinferno,few_shot,377,171.68,64.13,235.81,2,8.48,1,,
torchinferno,few_shot,378,180.63,0.00,189.76,1,5.27,1,,
torchinferno,few_shot,379,198.63,0.00,215.37,1,4.64,1,,
torchinferno,few_shot,380,203.73,0.00,222.88,1,4.49,1,,
torchinferno,few_shot,381,156.52,0.00,172.72,1,5.79,1,,
torchinferno,few_shot,382,175.44,0.00,195.88,1,5.11,1,,
torchinferno,few_shot,383,179.07,0.00,201.46,1,4.96,1,,
torchinferno,few_shot,384,200.82,0.00,218.34,1,4.58,1,,
torchinferno,few_shot,385,156.16,0.00,180.31,1,5.55,1,,
torchinferno,few_shot,386,166.89,0.00,192.20,1,5.20,1,,
torchinferno,few_shot,387,143.64,0.00,173.29,1,5.77,1,,
torchinferno,few_shot,388,180.28,32.32,212.61,2,9.41,1,,
torchinferno,few_shot,389,170.93,0.00,200.63,1,4.98,1,,
torchinferno,few_shot,390,147.71,27.68,175.39,2,11.40,1,,
torchinferno,few_shot,391,187.72,31.37,219.09,2,9.13,1,,
torchinferno,few_shot,392,199.77,36.12,235.89,2,8.48,1,,
torchinferno,few_shot,393,165.06,0.00,198.19,1,5.05,1,,
torchinferno,few_shot,394,195.59,0.00,236.17,1,4.23,1,,
torchinferno,few_shot,395,188.21,35.48,223.69,2,8.94,1,,
torchinferno,few_shot,396,165.75,0.00,201.72,1,4.96,1,,
torchinferno,few_shot,397,159.50,47.33,206.83,2,9.67,1,,
torchinferno,few_shot,398,172.29,0.00,219.51,1,4.56,1,,
torchinferno,few_shot,399,176.61,40.54,217.15,2,9.21,1,,
torchinferno,few_shot,400,174.37,50.50,224.87,2,8.89,0,,
torchinferno,few_shot,401,192.95,0.00,236.97,1,4.22,1,,
torchinferno,few_shot,402,173.24,0.00,224.57,1,4.45,1,,
torchinferno,few_shot,403,148.31,0.00,201.86,1,4.95,1,,
torchinferno,few_shot,404,202.69,48.51,251.21,2,7.96,1,,
torchinferno,few_shot,405,189.61,53.25,242.86,2,8.24,1,,
torchinferno,few_shot,406,161.02,55.96,216.98,2,9.22,1,,
torchinferno,few_shot,407,171.53,0.00,227.78,1,4.39,1,,
torchinferno,few_shot,408,205.85,0.00,266.77,1,3.75,1,,
torchinferno,few_shot,409,161.54,69.61,231.15,2,8.65,1,,
torchinferno,few_shot,410,182.95,0.00,192.60,1,5.19,1,,
torchinferno,few_shot,411,189.13,0.00,198.30,1,5.04,1,,
torchinferno,few_shot,412,175.73,0.00,190.97,1,5.24,1,,
torchinferno,few_shot,413,164.23,0.00,180.05,1,5.55,1,,
torchinferno,few_shot,414,200.84,0.00,219.87,1,4.55,1,,
torchinferno,few_shot,415,155.41,0.00,172.60,1,5.79,1,,
torchinferno,few_shot,416,156.26,0.00,176.43,1,5.67,1,,
torchinferno,few_shot,417,202.18,0.00,229.84,1,4.35,1,,
torchinferno,few_shot,418,193.01,0.00,221.54,1,4.51,1,,
torchinferno,few_shot,419,175.38,0.00,206.40,1,4.84,1,,
torchinferno,few_shot,420,166.39,28.95,195.33,2,10.24,1,,
torchinferno,few_shot,421,188.59,0.00,214.06,1,4.67,1,,
torchinferno,few_shot,422,199.84,37.12,236.96,2,8.44,1,,
torchinferno,few_shot,423,203.72,27.90,231.63,2,8.63,1,,
torchinferno,few_shot,424,204.64,0.00,242.34,1,4.13,1,,
torchinferno,few_shot,425,174.05,0.00,213.60,1,4.68,1,,
torchinferno,few_shot,426,149.59,37.08,186.67,2,10.71,1,,
torchinferno,few_shot,427,182.94,42.14,225.08,2,8.89,1,,
torchinferno,few_shot,428,190.89,44.48,235.36,2,8.50,1,,
torchinferno,few_shot,429,188.49,0.00,235.13,1,4.25,1,,
torchinferno,few_shot,430,165.06,48.87,213.93,2,9.35,1,,
torchinferno,few_shot,431,191.36,44.05,235.41,2,8.50,1,,
torchinferno,few_shot,432,197.44,44.25,241.69,2,8.27,1,,
torchinferno,few_shot,433,168.87,50.91,219.78,2,9.10,1,,
torchinferno,few_shot,434,173.70,49.88,223.59,2,8.95,1,,
torchinferno,few_shot,435,191.04,50.49,241.52,2,8.28,0,,
torchinferno,few_shot,436,196.00,49.51,245.52,2,8.15,1,,
torchinferno,few_shot,437,164.12,54.25,218.37,2,9.16,1,,
torchinferno,few_shot,438,183.54,52.70,236.24,2,8.47,1,,
torchinferno,few_shot,439,177.46,57.34,234.80,2,8.52,1,,
torchinferno,few_shot,440,153.26,60.06,213.32,2,9.38,1,,
torchinferno,few_shot,441,158.90,65.26,224.16,2,8.92,1,,
torchinferno,few_shot,442,169.99,0.00,180.05,1,5.55,1,,
torchinferno,few_shot,443,145.95,0.00,165.47,1,6.04,1,,
torchinferno,few_shot,444,139.82,0.00,153.12,1,6.53,1,,
torchinferno,few_shot,445,133.94,0.00,151.24,1,6.61,1,,
torchinferno,few_shot,446,150.00,0.00,165.40,1,6.05,1,,
torchinferno,few_shot,447,144.30,0.00,164.44,1,6.08,1,,
torchinferno,few_shot,448,158.78,0.00,179.52,1,5.57,1,,
torchinferno,few_shot,449,142.85,0.00,162.03,1,6.17,1,,
torchinferno,few_shot,450,114.87,28.34,143.21,2,13.97,1,,
torchinferno,few_shot,451,162.17,29.18,191.35,2,10.45,1,,
torchinferno,few_shot,452,122.16,31.16,153.32,2,13.04,1,,
torchinferno,few_shot,453,167.42,27.85,195.27,2,10.24,1,,
torchinferno,few_shot,454,128.44,30.85,159.30,2,12.56,0,,
torchinferno,few_shot,455,162.74,0.00,201.62,1,4.96,1,,
torchinferno,few_shot,456,170.20,39.07,209.27,2,9.56,1,,
torchinferno,few_shot,457,129.64,35.80,165.44,2,12.09,1,,
torchinferno,few_shot,458,152.75,0.00,191.82,1,5.21,1,,
torchinferno,few_shot,459,155.70,43.98,199.67,2,10.02,1,,
torchinferno,few_shot,460,154.69,0.00,192.75,1,5.19,1,,
torchinferno,few_shot,461,135.93,41.10,177.03,2,11.30,1,,
torchinferno,few_shot,462,146.58,0.00,191.66,1,5.22,1,,
torchinferno,few_shot,463,150.49,43.75,194.25,2,10.30,1,,
torchinferno,few_shot,464,149.44,0.00,200.57,1,4.99,1,,
torchinferno,few_shot,465,145.60,0.00,190.96,1,5.24,1,,
torchinferno,few_shot,466,156.59,0.00,211.61,1,4.73,1,,
torchinferno,few_shot,467,126.48,0.00,174.64,1,5.73,1,,
torchinferno,few_shot,468,139.81,0.00,191.98,1,5.21,1,,
torchinferno,few_shot,469,128.51,0.00,185.96,1,5.38,1,,
torchinferno,few_shot,470,166.85,59.73,226.57,2,8.83,0,,
torchinferno,few_shot,471,156.51,59.54,216.05,2,9.26,1,,
torchinferno,few_shot,472,138.47,63.50,201.97,2,9.90,1,,
torchinferno,few_shot,473,130.94,0.00,195.47,1,5.12,1,,
torchinferno,few_shot,474,149.78,0.00,160.42,1,6.23,1,,
torchinferno,few_shot,475,129.19,0.00,139.64,1,7.16,1,,
torchinferno,few_shot,476,164.40,0.00,181.85,1,5.50,1,,
torchinferno,few_shot,477,146.35,0.00,161.17,1,6.20,1,,
torchinferno,few_shot,478,155.21,0.00,172.85,1,5.79,1,,
torchinferno,few_shot,479,149.14,0.00,170.81,1,5.85,1,,
torchinferno,few_shot,480,120.94,25.75,146.69,2,13.63,0,,
torchinferno,few_shot,481,120.09,0.00,143.54,1,6.97,1,,
torchinferno,few_shot,482,142.00,31.32,173.32,2,11.54,1,,
torchinferno,few_shot,483,128.31,0.00,154.25,1,6.48,1,,
torchinferno,few_shot,484,122.13,28.61,150.74,2,13.27,1,,
torchinferno,few_shot,485,139.18,34.25,173.44,2,11.53,1,,
torchinferno,few_shot,486,152.56,0.00,191.89,1,5.21,1,,
torchinferno,few_shot,487,169.96,39.45,209.42,2,9.55,1,,
torchinferno,few_shot,488,130.65,0.00,170.54,1,5.86,1,,
torchinferno,few_shot,489,168.08,0.00,207.33,1,4.82,1,,
torchinferno,few_shot,490,128.93,38.97,167.90,2,11.91,1,,
torchinferno,few_shot,491,160.91,44.13,205.04,2,9.75,1,,
torchinferno,few_shot,492,150.85,46.55,197.40,2,10.13,1,,
torchinferno,few_shot,493,133.30,48.06,181.36,2,11.03,1,,
torchinferno,few_shot,494,168.18,48.84,217.02,2,9.22,1,,
torchinferno,few_shot,495,149.92,45.78,195.70,2,10.22,1,,
torchinferno,few_shot,496,165.78,0.00,211.56,1,4.73,1,,
torchinferno,few_shot,497,144.49,51.70,196.19,2,10.19,1,,
torchinferno,few_shot,498,135.54,57.53,193.06,2,10.36,1,,
torchinferno,few_shot,499,130.98,59.47,190.44,2,10.50,0,,
torchinferno,few_shot,500,141.82,53.40,195.22,2,10.24,1,,
torchinferno,few_shot,501,169.64,56.08,225.71,2,8.86,1,,
torchinferno,few_shot,502,161.17,57.57,218.74,2,9.14,1,,
torchinferno,few_shot,503,156.05,62.60,218.66,2,9.15,1,,
torchinferno,few_shot,504,130.15,61.71,191.87,2,10.42,1,,
torchinferno,few_shot,505,136.65,0.00,198.19,1,5.05,1,,
torchinferno,few_shot,506,144.90,0.00,152.28,1,6.57,1,,
torchinferno,few_shot,507,137.04,0.00,146.98,1,6.80,1,,
torchinferno,few_shot,508,147.08,0.00,160.56,1,6.23,1,,
torchinferno,few_shot,509,157.08,0.00,173.43,1,5.77,1,,
torchinferno,few_shot,510,165.97,0.00,186.37,1,5.37,1,,
torchinferno,few_shot,511,126.59,0.00,148.96,1,6.71,1,,
torchinferno,few_shot,512,125.64,0.00,146.64,1,6.82,1,,
torchinferno,few_shot,513,161.86,26.24,188.10,2,10.63,1,,
torchinferno,few_shot,514,140.33,34.92,175.25,2,11.41,0,,
torchinferno,few_shot,515,161.66,33.60,195.27,2,10.24,1,,
torchinferno,few_shot,516,132.88,30.32,163.20,2,12.25,1,,
torchinferno,few_shot,517,138.70,34.29,173.00,2,11.56,1,,
torchinferno,few_shot,518,125.17,0.00,159.41,1,6.27,1,,
torchinferno,few_shot,519,152.96,0.00,195.06,1,5.13,1,,
torchinferno,few_shot,520,152.90,35.13,188.03,2,10.64,1,,
torchinferno,few_shot,521,115.61,43.87,159.48,2,12.54,1,,
torchinferno,few_shot,522,124.63,43.57,168.20,2,11.89,1,,
torchinferno,few_shot,523,129.08,42.91,171.99,2,11.63,1,,
torchinferno,few_shot,524,164.88,41.31,206.19,2,9.70,1,,
torchinferno,few_shot,525,129.54,49.03,178.57,2,11.20,1,,
torchinferno,few_shot,526,149.15,51.60,200.76,2,9.96,0,,
torchinferno,few_shot,527,133.37,0.00,185.14,1,5.40,1,,
torchinferno,few_shot,528,161.67,0.00,212.68,1,4.70,1,,
torchinferno,few_shot,529,147.37,52.68,200.05,2,10.00,1,,
torchinferno,few_shot,530,142.37,0.00,197.84,1,5.05,1,,
torchinferno,few_shot,531,164.55,57.99,222.54,2,8.99,1,,
torchinferno,few_shot,532,141.55,0.00,201.55,1,4.96,1,,
torchinferno,few_shot,533,136.58,62.40,198.99,2,10.05,1,,
torchinferno,few_shot,534,151.35,59.13,210.48,2,9.50,1,,
torchinferno,few_shot,535,164.86,61.68,226.54,2,8.83,1,,
torchinferno,few_shot,536,134.15,0.00,200.85,1,4.98,1,,
torchinferno,few_shot,537,168.21,69.78,237.99,2,8.40,1,,
torchinferno,few_shot,538,154.30,0.00,165.47,1,6.04,1,,
torchinferno,few_shot,539,122.26,0.00,131.82,1,7.59,1,,
torchinferno,few_shot,540,163.83,0.00,176.10,1,5.68,1,,
torchinferno,few_shot,541,127.94,0.00,146.98,1,6.80,1,,
torchinferno,few_shot,542,124.00,0.00,143.91,1,6.95,1,,
torchinferno,few_shot,543,166.03,0.00,188.53,1,5.30,1,,
torchinferno,few_shot,544,147.97,0.00,170.75,1,5.86,1,,
torchinferno,few_shot,545,134.37,0.00,161.51,1,6.19,1,,
torchinferno,few_shot,546,144.30,0.00,168.32,1,5.94,1,,
torchinferno,few_shot,547,143.85,0.00,166.99,1,5.99,1,,
torchinferno,few_shot,548,132.21,0.00,164.32,1,6.09,1,,
torchinferno,few_shot,549,140.14,0.00,172.80,1,5.79,1,,
torchinferno,few_shot,550,127.05,0.00,153.53,1,6.51,1,,
torchinferno,few_shot,551,129.38,28.54,157.92,2,12.66,1,,
torchinferno,few_shot,552,158.42,0.00,188.82,1,5.30,1,,
torchinferno,few_shot,553,118.14,38.90,157.04,2,12.74,1,,
torchinferno,few_shot,554,130.21,41.76,171.97,2,11.63,1,,
torchinferno,few_shot,555,168.89,0.00,203.77,1,4.91,1,,
torchinferno,few_shot,556,142.08,42.67,184.75,2,10.83,1,,
torchinferno,few_shot,557,140.95,0.00,187.03,1,5.35,1,,
torchinferno,few_shot,558,171.33,0.00,211.93,1,4.72,1,,
torchinferno,few_shot,559,163.24,39.67,202.91,2,9.86,1,,
torchinferno,few_shot,560,140.15,44.39,184.54,2,10.84,1,,
torchinferno,few_shot,561,127.99,48.58,176.58,2,11.33,0,,
torchinferno,few_shot,562,128.61,0.00,180.76,1,5.53,1,,
torchinferno,few_shot,563,155.10,53.85,208.95,2,9.57,1,,
torchinferno,few_shot,564,150.15,53.66,203.81,2,9.81,1,,
torchinferno,few_shot,565,126.82,53.43,180.26,2,11.10,1,,
torchinferno,few_shot,566,162.74,0.00,215.96,1,4.63,1,,
torchinferno,few_shot,567,175.59,0.00,230.71,1,4.33,1,,
torchinferno,few_shot,568,147.77,57.03,204.80,2,9.77,1,,
torchinferno,few_shot,569,161.10,0.00,224.43,1,4.46,1,,
torchinferno,few_shot,570,167.82,0.00,179.74,1,5.56,1,,
torchinferno,few_shot,571,153.74,0.00,170.28,1,5.87,1,,
torchinferno,few_shot,572,167.19,0.00,184.47,1,5.42,1,,
torchinferno,few_shot,573,157.66,0.00,170.54,1,5.86,1,,
torchinferno,few_shot,574,118.12,0.00,134.81,1,7.42,1,,
torchinferno,few_shot,575,154.16,0.00,178.12,1,5.61,1,,
torchinferno,few_shot,576,136.41,0.00,157.61,1,6.34,1,,
torchinferno,few_shot,577,116.16,0.00,141.74,1,7.06,1,,
torchinferno,few_shot,578,142.04,20.24,162.28,2,12.32,1,,
torchinferno,few_shot,579,149.83,23.42,173.25,2,11.54,1,,
torchinferno,few_shot,580,140.96,0.00,174.49,1,5.73,1,,
torchinferno,few_shot,581,140.31,33.64,173.95,2,11.50,1,,
torchinferno,few_shot,582,171.55,33.44,205.00,2,9.76,1,,
torchinferno,few_shot,583,160.21,39.96,200.17,2,9.99,1,,
torchinferno,few_shot,584,134.62,0.00,170.43,1,5.87,1,,
torchinferno,few_shot,585,147.79,0.00,183.94,1,5.44,1,,
torchinferno,few_shot,586,153.52,37.50,191.01,2,10.47,1,,
torchinferno,few_shot,587,148.45,42.52,190.97,2,10.47,1,,
torchinferno,few_shot,588,136.42,0.00,182.02,1,5.49,1,,
torchinferno,few_shot,589,165.03,43.17,208.20,2,9.61,1,,
torchinferno,few_shot,590,125.19,44.33,169.52,2,11.80,1,,
torchinferno,few_shot,591,124.30,0.00,173.03,1,5.78,1,,
torchinferno,few_shot,592,122.00,53.75,175.75,2,11.38,1,,
torchinferno,few_shot,593,147.20,57.14,204.34,2,9.79,1,,
torchinferno,few_shot,594,149.47,0.00,201.28,1,4.97,1,,
torchinferno,few_shot,595,139.11,0.00,189.32,1,5.28,1,,
torchinferno,few_shot,596,135.40,53.93,189.34,2,10.56,1,,
torchinferno,few_shot,597,124.04,53.35,177.39,2,11.27,1,,
torchinferno,few_shot,598,124.10,58.61,182.70,2,10.95,1,,
torchinferno,few_shot,599,127.57,62.37,189.94,2,10.53,1,,
torchinferno,few_shot,600,125.59,64.92,190.51,2,10.50,1,,
torchinferno,few_shot,601,141.97,63.78,205.75,2,9.72,1,,
torchinferno,few_shot,602,139.40,0.00,153.66,1,6.51,1,,
torchinferno,few_shot,603,147.80,0.00,158.99,1,6.29,1,,
torchinferno,few_shot,604,125.61,0.00,136.79,1,7.31,1,,
torchinferno,few_shot,605,172.12,0.00,189.48,1,5.28,1,,
torchinferno,few_shot,606,160.38,0.00,180.56,1,5.54,1,,
torchinferno,few_shot,607,154.19,0.00,178.46,1,5.60,1,,
torchinferno,few_shot,608,130.61,0.00,155.30,1,6.44,1,,
torchinferno,few_shot,609,157.37,0.00,182.45,1,5.48,1,,
torchinferno,few_shot,610,161.79,0.00,185.10,1,5.40,1,,
torchinferno,few_shot,611,165.72,0.00,196.96,1,5.08,1,,
torchinferno,few_shot,612,133.08,0.00,158.50,1,6.31,1,,
torchinferno,few_shot,613,151.91,0.00,179.36,1,5.58,1,,
torchinferno,few_shot,614,133.13,30.77,163.90,2,12.20,1,,
torchinferno,few_shot,615,133.62,0.00,164.51,1,6.08,1,,
torchinferno,few_shot,616,136.49,34.47,170.96,2,11.70,1,,
torchinferno,few_shot,617,137.74,39.30,177.03,2,11.30,1,,
torchinferno,few_shot,618,149.65,0.00,189.39,1,5.28,1,,
torchinferno,few_shot,619,146.62,39.62,186.24,2,10.74,1,,
torchinferno,few_shot,620,167.58,44.52,212.10,2,9.43,1,,
torchinferno,few_shot,621,132.43,47.72,180.15,2,11.10,1,,
torchinferno,few_shot,622,121.82,0.00,168.76,1,5.93,1,,
torchinferno,few_shot,623,158.85,0.00,207.77,1,4.81,1,,
torchinferno,few_shot,624,162.07,0.00,208.14,1,4.80,1,,
torchinferno,few_shot,625,154.04,47.51,201.55,2,9.92,1,,
torchinferno,few_shot,626,123.32,0.00,175.73,1,5.69,1,,
torchinferno,few_shot,627,170.09,50.23,220.32,2,9.08,1,,
torchinferno,few_shot,628,123.38,57.99,181.37,2,11.03,1,,
torchinferno,few_shot,629,154.13,55.71,209.83,2,9.53,1,,
torchinferno,few_shot,630,147.26,62.09,209.35,2,9.55,1,,
torchinferno,few_shot,631,140.96,0.00,201.81,1,4.96,1,,
torchinferno,few_shot,632,143.35,59.88,203.23,2,9.84,1,,
torchinferno,few_shot,633,143.05,61.70,204.74,2,9.77,1,,
torchinferno,few_shot,634,133.24,0.00,143.19,1,6.98,1,,
torchinferno,few_shot,635,166.06,0.00,184.24,1,5.43,1,,
torchinferno,few_shot,636,122.46,0.00,142.48,1,7.02,1,,
torchinferno,few_shot,637,157.67,0.00,176.34,1,5.67,1,,
torchinferno,few_shot,638,129.77,0.00,150.78,1,6.63,1,,
torchinferno,few_shot,639,139.84,0.00,159.89,1,6.25,1,,
torchinferno,few_shot,640,132.27,0.00,159.86,1,6.26,1,,
torchinferno,few_shot,641,118.70,0.00,146.34,1,6.83,1,,
torchinferno,few_shot,642,167.71,23.27,190.98,2,10.47,1,,
torchinferno,few_shot,643,169.82,29.48,199.30,2,10.03,1,,
torchinferno,few_shot,644,174.81,0.00,202.79,1,4.93,1,,
torchinferno,few_shot,645,137.14,0.00,172.65,1,5.79,1,,
torchinferno,few_shot,646,143.77,29.13,172.90,2,11.57,1,,
torchinferno,few_shot,647,121.82,0.00,158.55,1,6.31,1,,
